FINLWT21,FINCBTAX,BLS_URBN,POPSIZE,EDUC_REF,EDUCA2,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,HISP_REF,HISP2,FAM_TYPE,MARITAL1,REGION,SMSASTAT,HIGH_EDU,EHOUSNGC,TOTEXPCQ,FOODCQ,TRANSCQ,HEALTHCQ,ENTERTCQ,EDUCACQ,TOBACCCQ,STUDFINX,IRAX,CUTENURE,FAM_SIZE,VEHQ,ROOMSQ,INC_HRS1,INC_HRS2,EARNCOMP,NO_EARNR,OCCUCOD1,OCCUCOD2,STATE,DIVISION,TOTXEST,CREDFINX,CREDITB,CREDITX,BUILDING,ST_HOUS,INT_PHON,INT_HOME
23311.838,101000,1,2,15,16,36,27,1,2,1,1,2,2,1,1,3,1,16,3224,8717.3333,1476.6667,445,1e3,240,0,0,.,.,4,2,2,7,30,40,2,2,03,02,51,5,16545,0,NA,13900,01,2,NA,NA
19051.469,46560,1,4,14,NA,65,.,1,NA,1,NA,2,NA,9,3,3,1,16,1857.667,15798.6666,1300,10444,543.6,416,0,433.3333,.,.,2,3,6,7,.,.,7,1,NA,NA,48,7,-4585,.,NA,.,01,2,NA,NA
25316.075,12000,1,2,10,NA,53,.,2,NA,1,NA,1,NA,8,5,4,1,10,900,2069.6667,606.6667,280,0,0,0,0,.,0,4,1,0,5,30,.,1,1,09,NA,06,9,-43,.,NA,.,01,2,NA,NA
21686.938,290000,1,1,16,16,40,37,1,2,1,1,2,2,1,1,1,1,16,7712.333,19315.6991,996.6667,320,173.3333,298,0,0,.,.,1,2,2,7,40,40,2,2,03,03,42,2,57602,.,NA,.,01,2,NA,NA
30790.136,3164,2,5,12,12,87,82,1,2,1,1,2,2,1,1,2,2,12,1636,5167.7001,706.6667,954,587.2,324,0,0,.,.,2,2,3,9,40,20,2,2,13,13,NA,NA,1119,.,NA,.,01,2,NA,NA
17283.361,3284,1,2,12,12,69,66,1,2,1,6,2,2,1,1,2,1,12,800.667,4485.2,823.3333,407,2268.2,150,0,0,.,0,2,2,2,6,.,.,8,0,NA,NA,39,3,0,.,NA,.,01,2,NA,NA
27711.238,40000,1,5,12,NA,28,.,1,NA,1,NA,2,NA,9,3,NA,2,12,1368,2967.3334,390,122,56.6667,181,0,173.3333,.,2500,4,2,1,6,38,.,4,2,10,NA,NA,NA,2099,.,NA,400,09,2,NA,NA
19846.254,70650,1,4,10,10,87,78,1,2,1,1,1,1,5,1,4,1,12,2062.667,7853.6,1646.6667,929,549.6,189,0,0,.,8525,2,6,2,8,.,.,7,2,NA,NA,04,8,-874,.,NA,999,01,2,NA,NA
29485.905,100400,1,2,13,16,30,28,1,2,1,1,1,1,1,1,2,1,16,7858.333,17676.4999,1776.6667,2245,80,656,0,0,75,0,2,2,3,6,80,30,2,2,06,03,55,3,16410,65,NA,3000,04,2,NA,NA
24208.245,155928,1,4,16,15,68,67,1,2,1,1,2,2,1,1,4,1,16,12038.667,23697.1999,2860,2662,1857.2,457,0,0,.,450000,1,2,2,9,30,.,1,1,02,NA,49,8,12571,550,NA,10000,01,2,NA,NA
34001.355,82000,1,5,12,12,46,40,1,2,1,1,1,1,3,1,NA,2,12,2153,7370.9999,1022.6667,830,832,168,0,0,.,.,1,6,2,5,48,40,2,2,11,10,NA,NA,1697,2735,NA,20000,01,2,NA,NA
22364.031,110060,1,2,16,16,49,47,1,2,1,1,2,2,4,1,4,1,16,2207.333,10588.3333,2605,2430,1120,495,0,0,30,160000,2,6,3,9,60,35,3,3,01,03,04,8,6967,50,NA,3500,01,2,NA,NA
16184.213,16498,1,2,12,NA,72,.,2,NA,1,NA,2,NA,8,3,4,1,12,4115,7830.9333,1631,390,963.6,206,0,433.3333,.,.,4,1,1,3,.,.,8,0,NA,NA,06,9,0,.,NA,.,02,2,NA,NA
21350.816,132754,1,1,13,13,53,53,1,2,1,1,2,2,3,1,1,1,13,4170,7842.3333,1486.6667,816.6667,0,832,200,0,.,.,1,3,2,9,.,.,8,0,NA,NA,36,2,12440,.,NA,.,01,2,NA,NA
12033.944,90000,1,1,15,13,44,40,1,2,1,1,2,2,3,1,4,1,15,1071,8866.9999,3700,482,1085,120,0,0,.,.,2,6,2,4,40,.,1,1,02,NA,06,9,2875,.,NA,.,02,2,NA,NA
19445.296,29608,1,2,13,12,63,61,1,2,1,1,2,2,5,1,3,1,13,1185.333,2928.9333,190.6667,152.6667,866.6,314,12,86.6667,.,0,2,4,10,5,.,.,8,0,NA,NA,01,6,0,.,NA,8000,01,2,NA,NA
21340.171,192,1,5,10,10,77,75,1,2,1,1,1,1,1,1,NA,2,10,990,1005,0,0,15,0,0,0,.,0,4,2,0,6,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,01,2,NA,NA
22742.763,102000,1,3,16,12,43,43,2,1,1,1,2,2,1,1,1,1,16,3231.333,11255.1667,3120,657,910,200,0,520,.,0,1,2,2,6,37,40,2,2,03,11,25,1,15744,.,NA,10000,01,2,NA,NA
13631.197,47806,2,4,11,10,65,68,2,1,1,1,2,2,4,1,3,2,16,462.333,4042.8333,693.3333,941.6667,985.2,154,0,138.6667,0,.,2,3,3,6,24,.,4,2,05,NA,21,6,2015,0,NA,1100,09,2,NA,NA
21302.375,48340,1,2,12,10,41,41,2,1,1,1,1,1,3,1,3,1,12,2943,6348.0001,1213.3333,1421,0,0,0,0,.,0,4,8,3,6,16,50,2,2,04,12,37,5,-6457,.,NA,.,04,2,NA,NA
30345.254,280701,1,2,12,16,60,64,2,1,1,1,2,2,4,1,1,1,16,6003,21554.0785,3753.3333,4145,1883.3333,480,0,1213.3333,.,500000,1,3,3,10,.,60,5,1,NA,03,42,2,48878,60,NA,1500,01,2,NA,NA
17927.04,3400,1,2,13,NA,20,.,1,NA,4,NA,2,NA,8,5,4,1,13,1137,3555.3334,953.3333,186.6667,0,0,1200,0,0,0,4,1,1,4,12,.,1,1,10,NA,06,9,-260,.,NA,.,08,2,NA,NA
23295.762,0,1,3,15,NA,34,.,1,NA,1,NA,2,NA,8,5,3,1,15,646.667,2979.4119,0,60,112.6667,0,0,0,.,.,2,1,1,3,60,.,1,1,05,NA,37,5,70832,.,NA,.,08,2,NA,NA
22678.167,41914,1,4,13,NA,70,.,2,NA,1,NA,2,NA,9,2,3,1,13,2255.667,6604.8667,1203.3333,659.6667,1845.2,190,0,0,.,33000,1,2,1,6,.,.,8,0,NA,NA,37,5,0,.,NA,.,09,2,NA,NA
19753.207,29902,1,1,12,NA,58,.,1,NA,1,NA,1,NA,9,5,3,1,12,732,3300.6,823.3333,262,419.6,220,0,0,.,8000,2,2,1,5,35,.,1,1,03,NA,48,7,-3275,.,NA,.,01,2,NA,NA
17141.304,209862,1,1,15,15,44,51,2,1,1,1,1,2,5,1,4,1,15,7838,19921.7667,3349.6667,1055,1043.6,561,1300,0,.,.,1,5,6,6,80,70,2,2,10,03,06,9,37436,.,NA,.,01,2,NA,NA
23377.058,12214,1,5,12,NA,87,.,2,NA,1,NA,2,NA,8,2,NA,2,12,666.667,1858.9333,528.6667,10,519.6,55,0,0,.,0,2,1,0,7,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,01,2,NA,NA
26167.923,150000,1,2,16,16,60,60,1,2,1,1,2,2,1,1,2,1,16,9845.333,16149.6453,2784,600,560,180,0,0,.,.,1,2,1,12,25,40,2,2,12,10,26,3,54866,.,NA,.,01,2,NA,NA
13874.401,139435,1,2,16,16,32,33,1,2,4,4,2,2,1,1,2,1,16,5688,37257.2,1704,22984.6667,601,470,0,0,.,15000,1,2,2,8,50,60,2,2,03,03,29,4,14787,50,NA,1000,01,2,NA,NA
19598.785,118000,1,2,15,00,45,43,1,2,1,1,2,2,3,1,2,1,15,3509.333,25798.8333,1773.3333,17562,866.6667,477,0,0,.,140000,1,5,3,7,50,40,2,2,11,03,55,3,14586,.,NA,.,01,2,NA,NA
21237.997,37561,1,4,11,10,87,87,1,2,1,1,1,1,1,1,2,1,11,1699.333,4528.3667,814.6667,120,2004.2,160,0,0,.,0,1,2,1,5,20,5,2,2,06,06,31,4,0,.,NA,.,01,2,NA,NA
21243.589,110200,1,2,12,15,54,47,1,2,1,1,2,2,3,1,2,1,15,1963.667,9381.3333,3477.3333,1110,696,406,0,0,.,55000,1,4,3,6,60,30,2,2,11,02,39,3,14012,.,NA,1800,01,2,NA,NA
23402.352,0,1,1,13,NA,28,.,1,NA,1,NA,2,NA,8,5,3,1,13,346.667,1703,433.3333,899,24,0,0,0,.,0,2,1,2,5,.,.,8,0,NA,NA,48,7,848,.,NA,.,01,2,NA,NA
21048.494,1462,1,3,14,11,80,77,2,1,1,1,2,2,1,1,1,1,14,3186.333,5771.2,1300,140,1127.2,202,0,0,.,.,1,2,1,4,.,.,8,0,NA,NA,25,1,3086,.,NA,500,03,2,NA,NA
16801.886,0,1,3,14,NA,63,.,1,NA,1,NA,2,NA,8,5,4,1,14,2197,5529.1,520,98,930,260,0,0,.,.,1,1,2,4,40,.,1,1,14,NA,49,8,7147,.,NA,.,01,2,NA,NA
22744.526,227262,1,1,16,NA,66,.,2,NA,1,NA,2,NA,9,3,3,1,16,4816.333,17184.8,2566.6667,2830,1580.6,1527,0,0,.,550000,1,2,2,.,2,.,4,2,03,NA,51,5,52997,.,NA,.,01,2,NA,NA
20655.752,104400,1,2,13,13,58,55,2,1,1,1,2,2,3,1,4,1,13,3926.667,16836.6667,2196.6667,3442,1525,403,0,780,.,151271,1,3,4,7,32,40,2,2,03,03,08,8,11802,230,NA,9900,01,2,NA,NA
14341.569,12000,1,1,12,NA,42,.,2,NA,2,NA,2,NA,7,5,1,1,12,2213,4564.4334,693.3333,559,0,326,0,0,.,.,4,2,1,4,30,.,1,1,10,NA,36,2,-5634,.,NA,.,08,2,NA,NA
28428.597,21446,1,2,12,NA,55,.,1,NA,1,NA,2,NA,9,5,1,1,12,1705,4265.7667,606.6667,928,269.6,300,0,216.6667,.,0,2,3,1,4,40,.,4,2,12,NA,42,2,-2300,.,NA,.,01,2,NA,NA
28347.491,0,1,4,13,13,48,44,1,2,1,1,2,2,4,1,4,1,13,5220,15070.7334,1746.6667,2520,1825,394,1900,0,.,.,4,4,4,7,40,40,3,4,13,10,06,9,3804,.,NA,.,01,2,NA,NA
20794.379,12200,1,4,12,NA,56,.,1,NA,1,NA,2,NA,8,3,1,1,12,1794,2847.6667,450.6667,100,0,270,0,0,.,0,4,1,1,5,30,.,1,1,10,NA,42,2,338,.,NA,.,08,2,NA,NA
12157.235,11062,1,1,11,NA,87,.,2,NA,2,NA,2,NA,8,2,1,1,11,644,1034,390,0,0,0,0,0,.,0,2,1,0,.,.,.,8,0,NA,NA,42,2,0,.,NA,.,02,2,NA,NA
25482.154,200600,1,3,12,12,57,61,2,1,1,1,2,2,4,1,3,1,12,3407.667,13734.9668,2140.6667,289.3333,3891,314,0,0,.,.,1,3,6,7,40,43,3,3,01,01,45,5,41682,100,NA,300,01,2,NA,NA
7486.957,95000,1,3,12,12,33,41,2,1,6,6,2,2,3,1,4,1,12,7476.667,10579.0001,1213.3333,700,100,347,0,0,.,10000,1,4,2,3,40,40,2,2,10,07,15,9,8819,.,NA,.,02,2,NA,NA
22558.876,118000,1,2,14,12,64,53,2,1,1,1,2,2,1,1,3,1,14,2985.667,8614.6667,433.3333,1631.3333,0,434,0,0,.,1788226,1,2,7,5,40,40,2,2,01,07,40,7,18446,.,NA,.,01,2,NA,NA
28851.722,155600,1,2,16,16,30,27,1,2,1,1,2,2,5,1,4,1,16,3985,8979.4666,996.6667,1004,398,121,0,332.6667,147,.,2,3,3,6,40,40,3,3,04,10,06,9,26131,.,NA,1500,01,2,NA,NA
6976.456,99000,2,5,16,15,44,45,1,2,1,1,2,2,3,1,1,2,16,3203.333,7999.7334,2196.6667,1010,0,334,0,0,6000,200000,2,5,4,10,40,30,2,2,03,07,NA,NA,6126,.,NA,.,01,2,NA,NA
22475.593,60000,1,2,12,NA,63,.,1,NA,2,NA,2,NA,8,5,1,1,12,2126.333,5335.8334,1083.3333,385.6667,456.6667,130,0,0,.,10000,1,1,1,6,40,.,1,1,12,NA,42,2,9216,.,NA,1000,01,2,NA,NA
23154.399,60000,1,4,15,NA,48,.,2,NA,1,NA,2,NA,8,3,1,1,15,3685.333,6745.0001,866.6667,203,80,330,0,0,.,45000,1,1,1,6,45,.,1,1,04,NA,42,2,6795,.,NA,.,01,2,NA,NA
15867.955,34148,1,2,13,13,72,70,1,2,1,1,2,2,1,1,3,1,13,1718,2968.2,806,240,487.2,0,0,0,.,.,1,2,2,8,.,.,8,0,NA,NA,12,5,0,0,NA,.,01,2,NA,NA
25138.862,0,1,2,16,14,58,62,1,2,1,1,2,2,5,1,1,1,16,4475.667,14243.2001,1773.3333,2993.3333,683.6,1879,0,86.6667,.,.,1,3,5,10,40,40,2,2,03,07,36,2,19938,.,NA,.,01,2,NA,NA
20921.536,14686,1,3,13,NA,65,.,1,NA,1,NA,2,NA,8,1,3,1,13,1667.333,3237.2667,1083.3333,390,323.6,0,0,0,.,.,1,1,2,6,.,.,8,0,NA,NA,37,5,0,.,NA,.,01,2,NA,NA
18961.23,8164,1,1,11,NA,55,.,2,NA,2,NA,2,NA,8,5,3,1,11,1022,1893.1665,433.3333,160,125,0,0,0,.,.,4,1,0,4,22,.,1,1,10,NA,12,5,-490,.,NA,.,08,2,NA,NA
16416.393,30172,1,2,16,15,72,66,1,2,1,1,2,2,1,1,4,1,16,5855,6904.4667,1733.3333,470,1064.2,470,0,0,.,250000,1,2,2,7,.,28,5,1,NA,01,08,8,727,.,NA,.,01,2,NA,NA
22005.2,43000,1,4,15,11,36,44,1,2,1,1,1,1,1,1,3,1,15,3175,8045.2667,1108,1033.6667,840,988,0,0,0,.,4,2,2,5,.,40,5,1,NA,05,12,5,2368,.,NA,.,02,2,NA,NA
30334.815,20000,1,1,15,NA,25,.,2,NA,1,NA,2,NA,9,5,3,1,15,3125,4595.3333,823.3333,474,400,0,0,0,.,0,1,2,2,6,25,.,4,2,05,NA,12,5,-736,.,NA,.,01,2,NA,NA
25927.171,37505,1,4,13,NA,32,.,1,NA,1,NA,1,NA,8,5,4,1,13,1410.333,3369.4999,478.6667,226.6667,86.6667,106,0,0,0,1200,4,1,1,4,70,.,1,1,06,NA,06,9,4424,.,NA,.,08,2,NA,NA
26869.304,64000,1,4,12,NA,51,.,1,NA,1,NA,2,NA,9,3,3,2,12,2505,6920.9001,866.6667,1618,688,369,0,130,.,0,1,2,2,4,40,.,4,2,01,NA,28,6,6604,.,NA,.,09,2,NA,NA
25890.958,30022,1,2,12,NA,63,.,2,NA,1,NA,2,NA,9,2,1,1,12,302.333,1878.5999,216.6667,400,525.6,80,0,0,.,0,2,2,2,5,.,.,7,1,NA,NA,42,2,-2535,.,NA,.,09,2,NA,NA
16976.504,300200,1,1,15,15,58,57,1,2,1,1,2,2,3,1,3,1,15,2883.667,14186.1572,3376.6667,691.3333,600,876,0,0,.,280000,1,3,2,8,40,40,2,2,01,01,51,5,147304,25,NA,3000,01,2,NA,NA
21418.772,0,1,1,12,NA,37,.,2,NA,1,NA,2,NA,9,5,3,1,12,2720,5829.8333,780,1150,0,14,0,485.3333,.,0,4,5,3,6,.,.,7,2,NA,NA,13,5,-3774,.,NA,.,09,2,NA,NA
25765.288,24874,1,4,11,NA,63,.,2,NA,1,NA,2,NA,8,3,4,1,11,1701.667,4310,693.3333,211,510,313,0,199.3333,.,0,2,1,2,4,.,.,8,0,NA,NA,06,9,0,0,NA,20000,01,2,NA,NA
9506.987,60432,2,5,12,NA,63,.,1,NA,1,NA,2,NA,9,5,4,2,15,2970,7090.8333,693.3333,216.6667,0,224,0,260,.,20000,4,2,1,4,16,.,4,2,05,NA,NA,NA,2366,.,NA,.,01,2,NA,NA
11867.328,9576,1,2,11,10,41,33,2,1,1,1,1,1,3,1,4,1,11,2043,3576.1667,1126.6667,200,0,30,0,0,.,0,4,5,1,5,.,35,5,1,NA,12,06,9,-4950,.,NA,.,05,2,NA,NA
20517.567,102400,1,1,15,NA,47,.,2,NA,1,NA,2,NA,8,3,3,1,15,4256.333,14825,1516.6667,525,282,994,0,0,.,92000,4,1,1,4,55,.,1,1,03,NA,51,5,22540,80,NA,5000,08,2,NA,NA
21169.448,19584,1,4,12,NA,57,.,1,NA,1,NA,2,NA,8,3,3,1,12,1900,3612.5,433.3333,406,64,250,0,86.6667,.,0,4,1,3,4,32,.,1,1,12,NA,01,6,1627,.,NA,.,01,2,NA,NA
18643.202,10234,1,2,13,NA,24,.,2,NA,1,NA,2,NA,9,5,2,1,13,2284,3466.9999,482,318.3333,25,155,0,17.3333,0,0,4,3,1,4,30,.,1,1,04,NA,55,3,-1605,.,NA,.,05,2,NA,NA
24569.17,43000,1,2,15,NA,28,.,1,NA,1,NA,2,NA,8,5,1,1,15,1050,3874.7666,520,382.3333,130,26,0,173.3333,50,0,4,1,1,6,40,.,1,1,06,NA,36,2,6736,250,NA,10000,04,2,NA,NA
17154.158,32000,1,3,11,NA,44,.,1,NA,1,NA,1,NA,8,1,3,1,11,2216,5521.8333,1213.3333,800,0,30,0,0,.,.,4,1,1,3,80,.,1,1,12,NA,22,7,4381,.,NA,.,08,2,NA,NA
12430.59,21859,1,1,15,NA,69,.,2,NA,4,NA,2,NA,8,2,4,1,15,1432.667,4977.6,1603.3333,502,683.6,456,0,0,.,.,2,1,1,5,.,.,8,0,NA,NA,06,9,0,.,NA,.,08,2,NA,NA
29123.681,98800,1,4,15,12,41,49,2,1,1,1,2,2,3,1,4,1,15,5156.333,9498.6666,1667.3333,1205,430,484,0,0,.,75000,1,4,4,6,43,40,2,2,04,07,06,9,9506,.,NA,.,01,2,NA,NA
20436.245,779690,1,1,16,15,41,41,2,1,1,1,2,2,2,1,1,1,16,13434,26688.1572,5936.6667,910,2400,561,0,0,2000,50000,1,3,1,6,25,55,2,2,06,06,34,2,80269,2735,NA,15000,01,2,NA,NA
16700.168,15924,1,3,12,NA,60,.,2,NA,1,NA,2,NA,8,2,2,1,12,1114,3490.9333,447.3333,299,1428.6,0,0,104,.,0,4,1,2,4,.,.,8,0,NA,NA,39,3,0,.,NA,.,09,2,NA,NA
14080.243,87000,1,2,16,13,56,60,1,2,1,1,2,2,1,1,4,1,16,2900,13209.6667,1918.3333,2003,750,267,0,173.3333,.,110000,1,2,4,8,50,20,2,2,03,03,08,8,8731,.,NA,.,01,2,NA,NA
22422.026,110000,1,3,15,15,40,37,1,2,1,1,2,2,3,1,1,1,15,8481.333,14053.4667,2843.3333,701.6667,0,335,0,0,.,120000,1,5,2,8,40,50,2,2,01,01,25,1,12902,0,NA,25000,01,2,NA,NA
28221.931,98300,1,2,16,15,36,38,2,1,2,2,2,1,1,1,3,1,16,3079,11738.6666,2353.3333,2580.6667,912,54,60,0,200,122000,1,2,2,5,45,40,2,2,03,07,12,5,10892,250,NA,16000,01,2,NA,NA
21977.226,150000,1,1,13,NA,46,.,1,NA,1,NA,2,NA,8,1,3,1,13,9183,18073.7453,866.6667,870,1e3,674,0,0,.,.,4,1,1,2,60,.,1,1,03,NA,12,5,53917,.,NA,.,08,2,NA,NA
15410.472,0,1,4,14,NA,87,.,2,NA,1,NA,2,NA,8,2,3,1,14,4884.333,5807.6667,693.3333,140,0,90,0,0,.,0,2,1,1,6,.,.,8,0,NA,NA,48,7,0,.,NA,.,09,2,NA,NA
27968.789,100000,1,2,16,NA,29,.,1,NA,1,NA,2,NA,8,5,4,1,16,4397,8859.7333,1300,420,292,528,0,0,.,.,4,1,1,4,40,.,1,1,03,NA,06,9,23528,.,NA,5000,08,2,NA,NA
19305.038,48000,1,1,10,NA,47,.,2,NA,1,NA,1,NA,9,5,4,1,10,3212,6695.6667,866.6667,1200,0,603,0,0,.,.,4,4,2,3,40,.,4,2,10,NA,06,9,-4191,.,NA,.,08,2,NA,NA
18101.57,0,1,4,12,12,48,46,2,1,1,1,2,2,1,1,2,1,12,2196.333,5076.9001,693.3333,1659,0,176,0,0,.,.,1,2,3,6,40,40,2,2,03,10,26,3,7692,.,NA,.,01,2,NA,NA
11532.166,58000,1,1,12,11,44,38,2,1,1,1,1,1,5,1,4,1,13,2332,7189.3,2056.6667,890,186,200,20,0,.,0,4,6,1,4,.,40,6,3,NA,10,06,9,-3805,0,NA,3000,01,2,NA,NA
15184.974,60000,2,5,12,12,55,63,1,2,1,1,2,2,1,1,2,2,12,1909.333,10947.8333,1173.3333,6233,428,160,0,0,.,0,2,2,2,5,30,40,2,2,11,01,NA,NA,4993,0,NA,500,01,2,NA,NA
16751.757,18622,1,4,16,NA,87,.,2,NA,1,NA,2,NA,8,1,2,1,16,1887.667,4984.9333,953.3333,453,691.6,257,0,0,.,0,2,1,1,5,.,.,8,0,NA,NA,26,3,-1200,.,NA,3000,01,2,NA,NA
13626.82,77890,1,2,14,14,57,64,2,1,1,1,2,2,3,1,2,1,14,3072,10618.3333,2686.6667,2213,1193,857,0,0,.,90000,1,3,2,7,40,.,1,1,03,NA,29,4,8137,0,NA,900,01,2,NA,NA
25399.81,64240,1,4,15,13,49,50,2,1,1,1,2,2,1,1,2,1,15,3413.333,10217.8999,1070,826,842,536,200,0,.,500000,1,2,2,10,40,60,2,2,05,03,55,3,76686,.,NA,3000,01,2,NA,NA
32617.877,4529,2,4,11,14,65,63,1,2,1,1,2,2,1,1,3,2,14,2114.333,7042.9333,1516.6667,1156.3333,1899.6,291,0,0,.,.,2,2,8,7,.,.,8,0,NA,NA,51,5,0,.,NA,.,01,2,NA,NA
25234.447,1462,1,2,13,NA,48,.,2,NA,2,NA,2,NA,9,4,2,1,13,2210.667,5550.0333,1538.6667,747,243.6,150,0,0,.,.,4,3,1,4,.,.,7,2,NA,NA,26,3,-1278,.,NA,.,08,2,NA,NA
23939.266,0,1,1,13,13,57,61,1,2,1,1,2,1,1,1,3,1,13,2409,7265.4001,1664,1393.6667,286,226,0,0,.,.,2,2,2,6,25,40,2,2,11,04,48,7,1478,.,NA,.,01,2,NA,NA
22018.442,0,1,2,13,NA,57,.,1,NA,1,NA,2,NA,8,5,2,1,13,1351,4544.9001,780,636,412,220,0,0,.,.,2,1,1,7,50,.,1,1,01,NA,27,4,12080,.,NA,.,01,2,NA,NA
21013.906,4138,1,4,16,NA,71,.,2,NA,1,NA,2,NA,8,1,3,1,16,1447.667,13157.9333,1404,803,8995.6,0,0,0,.,.,2,1,1,5,.,.,8,0,NA,NA,12,5,0,.,NA,.,01,2,NA,NA
19755.662,33392,1,3,13,12,69,70,2,1,1,1,2,2,1,1,3,1,13,1175.333,30340.2,1083.3333,26300,809.2,278,0,173.3333,.,.,2,2,4,7,.,.,8,0,NA,NA,22,7,0,.,NA,.,01,2,NA,NA
23321.016,0,1,2,15,NA,32,.,2,NA,2,NA,2,NA,7,4,4,1,15,3408,5403.7333,1213.3333,200,0,350,0,0,.,0,4,4,2,3,60,.,1,1,06,NA,32,8,-8496,.,NA,.,03,2,NA,NA
19769.045,53548,1,2,13,12,65,67,1,2,3,1,2,2,1,1,3,1,13,4335.333,7812.2,823.3333,770,1687.2,373,0,0,.,0,1,2,3,6,.,.,8,0,NA,NA,12,5,1381,.,NA,.,01,2,NA,NA
19214.283,19700,1,1,16,16,68,62,1,2,1,1,2,2,1,1,1,1,16,2861.333,5328.2667,780,402,473.6,160,0,346.6667,.,.,2,2,1,5,.,.,8,0,NA,NA,36,2,-275,.,NA,.,06,2,NA,NA
18427.895,49000,1,3,16,13,38,34,1,2,1,1,2,2,3,1,4,1,16,4575,8028.2999,1363.3333,698,20,211,200,0,0,0,4,6,1,7,50,20,2,2,03,10,49,8,-1186,.,NA,5000,01,2,NA,NA
18731.164,21873,1,4,14,NA,71,.,2,NA,1,NA,2,NA,9,3,4,1,14,454.333,5387.8667,1256.6667,2013.6667,1269.2,284,0,0,.,1500,2,2,1,4,.,.,8,0,NA,NA,06,9,0,.,NA,.,09,2,NA,NA
16418.973,283100,1,4,15,NA,34,.,1,NA,1,NA,2,NA,6,3,2,1,15,6153,36188.0899,1691.6667,4721,1918.6667,78,0,0,.,142000,4,3,1,2,40,.,1,1,06,NA,31,4,65168,.,NA,.,08,2,NA,NA
22090.011,29490,1,1,14,NA,30,.,2,NA,4,NA,2,NA,9,3,3,1,15,4260,8659.6666,650,1716.6667,1443.6,80,0,0,0,0,4,5,2,6,40,.,4,2,01,NA,48,7,-4070,.,NA,.,01,2,NA,NA
15768.072,23800,1,1,11,11,46,41,1,2,1,1,1,1,4,1,4,1,13,1806.667,3499.9001,1126.6667,280,0,12,0,0,.,0,4,6,1,3,40,.,4,2,10,NA,06,9,-8234,.,NA,.,04,2,NA,NA
24297.169,160000,1,2,13,NA,38,.,1,NA,1,NA,1,NA,8,3,4,1,13,2598.667,11454.4999,1266,2224,0,398,0,0,.,50000,2,1,1,6,56,.,1,1,07,NA,53,9,33879,200,NA,10000,08,2,NA,NA
20128.899,68000,1,4,12,NA,31,.,1,NA,1,NA,2,NA,8,5,3,1,12,6021.333,8099,693.3333,219,282,308,0,0,.,.,1,1,1,5,50,.,1,1,08,NA,48,7,4738,.,NA,.,01,2,NA,NA
20948.258,0,1,2,11,NA,64,.,1,NA,1,NA,2,NA,8,2,3,1,11,501.667,1568.5666,587.3333,255,0,0,0,0,.,.,2,1,5,3,40,.,1,1,14,NA,37,5,1177,.,NA,.,01,2,NA,NA
18099.255,9932,1,5,16,16,81,78,1,2,1,1,2,2,1,1,3,1,16,9488.333,17629.3334,866.6667,1041,476,2903,0,0,.,145000,2,2,2,6,.,.,8,0,NA,NA,NA,7,0,.,NA,.,01,2,NA,NA
24921.295,87000,1,4,15,NA,43,.,2,NA,1,NA,2,NA,7,3,4,1,15,5958.667,9889.7999,2133.3333,467.3333,610,180,0,0,.,35000,1,3,1,7,40,.,1,1,01,NA,06,9,11860,0,NA,6500,01,2,NA,NA
34809.067,53999,1,4,14,NA,36,.,1,NA,2,NA,2,NA,9,3,3,2,14,1486.667,6952.3333,650,2976,48,180,0,0,.,0,2,2,2,4,73,.,4,2,10,NA,28,6,5335,.,NA,.,09,2,NA,NA
16385.239,31980,1,2,11,NA,47,.,2,NA,1,NA,1,NA,9,5,4,1,11,1440,2693.9333,693.3333,120,0,22,0,0,.,0,4,2,0,1,.,.,7,1,NA,NA,06,9,-1278,.,NA,.,08,2,NA,NA
14637.684,73800,1,2,13,NA,29,.,1,NA,2,NA,2,NA,8,5,2,1,13,2062,8410.3334,1140,1040,594,684,0,0,.,.,1,1,1,6,40,.,1,1,07,NA,29,4,13453,0,NA,2300,01,2,NA,NA
18604.591,134000,1,1,12,12,62,66,1,2,1,1,2,2,5,1,2,1,12,3745.333,7780.4666,910,752,988,0,0,0,.,85000,1,5,3,6,45,45,3,3,05,05,17,3,15104,.,NA,.,01,2,NA,NA
30547.289,0,2,5,16,NA,74,.,1,NA,1,NA,2,NA,8,5,3,2,16,0,822,822,0,0,0,0,0,.,0,5,1,0,5,.,.,8,0,NA,NA,NA,NA,805,.,NA,.,01,2,NA,NA
16120.447,35562,1,2,15,NA,62,.,2,NA,1,NA,2,NA,8,5,4,1,15,369.333,7817.2667,1660,240,4297,738,0,0,.,.,2,1,0,5,40,.,1,1,02,NA,53,9,1565,.,NA,.,08,2,NA,NA
16039.974,15598,1,2,14,NA,67,.,2,NA,1,NA,1,NA,8,3,4,1,14,2786.667,4129.9333,606.6667,149,479.6,54,0,0,.,5000,2,1,1,6,.,.,8,0,NA,NA,08,8,-12,.,NA,1399,01,2,NA,NA
19768.958,14662,2,4,12,NA,36,.,2,NA,1,NA,2,NA,9,5,3,2,12,1276,2677.6,390,80,273.6,150,0,0,.,0,4,2,0,4,.,.,8,0,NA,NA,21,6,0,.,NA,.,08,2,NA,NA
