FINLWT21,FINCBTAX,BLS_URBN,POPSIZE,EDUC_REF,EDUCA2,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,HISP_REF,HISP2,FAM_TYPE,MARITAL1,REGION,SMSASTAT,HIGH_EDU,EHOUSNGC,TOTEXPCQ,FOODCQ,TRANSCQ,HEALTHCQ,ENTERTCQ,EDUCACQ,TOBACCCQ,STUDFINX,IRAX,CUTENURE,FAM_SIZE,VEHQ,ROOMSQ,INC_HRS1,INC_HRS2,EARNCOMP,NO_EARNR,OCCUCOD1,OCCUCOD2,STATE,DIVISION,TOTXEST,CREDFINX,CREDITB,CREDITX,BUILDING,ST_HOUS,INT_PHON,INT_HOME
23185.444,30000,1,3,16,NA,25,.,2,NA,1,NA,2,NA,8,5,3,1,16,487,1390.9167,160.3333,115.3333,0,112,0,0,.,.,4,1,1,5,40,.,1,1,03,NA,45,5,3390,.,NA,.,04,2,NA,NA
19091.58,39265,1,1,12,12,63,64,1,2,2,2,2,2,1,1,1,1,12,2155,3710.6667,520,40,0,135,0,390,.,.,4,2,0,4,.,.,8,0,NA,NA,36,2,0,.,NA,.,08,2,NA,NA
27150.189,132000,1,3,14,15,30,29,1,2,1,1,2,2,1,1,3,1,15,3087.333,7371.9166,650,933,690,1250,0,0,.,.,1,2,2,5,40,30,2,2,03,10,22,7,22726,.,NA,.,01,2,NA,NA
20130.778,42000,1,4,13,11,52,49,1,2,1,1,2,2,3,1,4,1,13,1542.333,4674.0393,1304.3333,113,550,0,0,0,.,.,1,3,1,12,45,.,1,1,10,NA,49,8,7741,.,NA,.,01,2,NA,NA
21940.005,22262,1,4,15,NA,69,.,1,NA,2,NA,2,NA,9,2,3,1,15,829.333,2649.1333,541.6667,247,271.8,429,0,0,.,.,2,2,4,6,.,.,8,0,NA,NA,28,6,0,.,NA,.,01,2,NA,NA
21103.871,121550,1,2,15,NA,56,.,1,NA,2,NA,2,NA,8,3,3,1,15,878.833,7097.8726,1303.3333,1082,264,177,0,0,.,.,1,1,2,7,48,.,1,1,01,NA,01,6,21551,.,NA,.,01,2,NA,NA
22157.174,0,1,1,16,16,43,34,1,2,4,4,2,2,3,1,3,1,16,1316,3189.9833,975,116,250,33,0,0,.,.,4,4,1,5,40,40,2,2,03,10,48,7,1388,.,NA,.,02,2,NA,NA
17423.227,0,1,2,11,00,65,43,2,1,1,1,1,1,1,1,3,1,11,2671.667,4350.8666,1040,100,170,84,0,21.6667,.,.,1,2,2,6,20,45,2,2,13,11,51,5,7489,.,NA,.,01,2,NA,NA
26933.386,29000,1,1,13,NA,26,.,1,NA,1,NA,1,NA,9,5,1,1,13,655,1645.8,628.3333,83,0,10,0,0,.,.,5,2,1,8,45,.,4,2,10,NA,42,2,1599,.,NA,.,03,2,NA,NA
20878.067,121726,1,1,12,NA,35,.,1,NA,1,NA,1,NA,9,5,2,1,15,2924.667,4671.2167,606.6667,224,456.4667,45,0,0,.,.,1,3,2,7,60,.,4,2,06,NA,17,3,13533,.,NA,.,04,2,NA,NA
22938.475,0,1,3,12,12,66,74,2,1,1,1,2,2,1,1,3,1,12,2909.333,5709.6666,736.6667,394.6667,463.6,460,0,56.3333,.,.,1,2,2,6,60,30,2,2,01,05,12,5,6973,.,NA,.,04,2,NA,NA
19652.336,42480,1,4,13,NA,23,.,1,NA,1,NA,1,NA,9,5,3,1,13,465.667,2298.1666,801.6667,369.6667,0,105,0,0,.,.,4,2,1,1,30,.,4,2,03,NA,48,7,2410,.,NA,.,01,2,NA,NA
29173.297,89000,1,1,15,15,54,55,2,1,2,2,2,2,4,1,3,1,15,2643.333,7989.4666,1170,1068.6667,390,255,1000,0,.,.,1,4,4,9,35,.,4,2,03,NA,13,5,8577,.,NA,.,01,2,NA,NA
16489.644,19462,1,2,13,NA,68,.,1,NA,1,NA,2,NA,8,2,3,1,13,362.333,2225.4667,520,580,173.8,0,0,0,.,.,2,1,2,8,.,.,8,0,NA,NA,21,6,0,.,NA,.,01,2,NA,NA
17008.156,13330,1,2,14,14,30,31,2,1,1,1,2,2,3,1,3,1,14,1904.667,5916.3333,1159.3333,1598.6667,0,1544,0,0,.,.,1,6,1,10,35,40,2,2,04,15,01,6,-7548,.,NA,.,01,2,NA,NA
22363.189,72000,1,1,15,15,33,33,1,2,1,1,1,1,5,1,3,1,15,3267,6989.7,1430,1287.3333,0,160,0,0,.,.,1,7,4,7,40,40,3,5,03,03,12,5,11185,.,NA,.,01,2,NA,NA
30924.107,193000,1,1,13,13,53,53,1,2,2,2,2,2,4,1,3,1,14,5655.333,9713.4333,1124.3333,844.6667,425,209,0,43.3333,.,.,1,4,5,7,45,50,3,4,02,10,48,7,17942,.,NA,.,01,2,NA,NA
12207.919,11304,1,2,14,NA,59,.,2,NA,2,NA,2,NA,8,5,3,1,14,905,1427.3333,294.6667,30,6,0,0,86.6667,.,.,4,1,0,4,.,.,8,0,NA,NA,24,5,6,.,NA,.,05,2,NA,NA
25649.759,5918,1,4,13,12,30,33,2,1,1,1,1,1,3,1,3,1,13,559.167,2335,435,1240,0,0,0,0,.,.,1,5,2,6,35,60,2,2,05,15,37,5,0,.,NA,.,01,2,NA,NA
22598.192,1400,1,1,13,NA,28,.,2,NA,1,NA,2,NA,8,5,3,1,13,621.667,1447.25,216.6667,545,45,10,0,0,.,.,2,1,1,6,25,.,1,1,10,NA,48,7,-107,.,NA,.,01,2,NA,NA
23391.569,4830,1,1,11,NA,87,.,2,NA,2,NA,2,NA,8,2,2,1,11,1078.667,3931.05,648.3333,535,927.1333,122,0,0,.,.,2,1,1,5,40,.,1,1,08,NA,17,3,669,.,NA,.,08,2,NA,NA
2894.176,34202,1,4,13,NA,47,.,2,NA,1,NA,2,NA,9,5,4,1,13,1957,3399,1118,232,68,8,16,0,.,.,4,4,1,7,.,.,8,0,NA,NA,02,9,0,.,NA,.,04,2,NA,NA
18696.154,25981,1,1,14,NA,40,.,2,NA,2,NA,2,NA,7,5,4,1,14,739,2010.8333,455,250,0,175,0,156,.,.,4,3,1,5,40,.,1,1,10,NA,06,9,-6358,.,NA,.,01,2,NA,NA
12672.856,45000,1,4,12,NA,37,.,1,NA,1,NA,2,NA,8,3,1,1,12,957.667,2648.75,411.6667,117.3333,32.6667,72,0,0,.,.,4,1,1,4,42,.,1,1,10,NA,42,2,5747,.,NA,.,05,2,NA,NA
26090.438,93000,1,2,15,14,56,52,1,2,2,2,2,2,1,1,3,1,15,1417.667,3263.8334,411.6667,105,250,90,0,0,.,.,1,2,2,6,40,40,2,2,01,03,37,5,13342,.,NA,.,01,2,NA,NA
13537.362,101060,1,1,15,15,39,42,2,1,4,4,2,2,2,1,4,1,15,2905,9772.5834,1365,947,1055,84,0,0,.,.,1,3,2,5,40,52,2,2,04,06,06,9,8530,.,NA,.,01,2,NA,NA
22173.073,51450,1,2,16,NA,28,.,1,NA,1,NA,2,NA,8,5,3,1,16,758,2129.3334,359.6667,40,97.6667,0,0,0,.,.,4,1,0,4,40,.,1,1,10,NA,37,5,7749,.,NA,.,08,2,NA,NA
21126.173,17902,1,1,13,NA,75,.,1,NA,1,NA,2,NA,8,4,2,1,13,702.333,1361,216.6667,133.3333,20,0,0,0,.,.,4,1,1,3,.,.,8,0,NA,NA,17,3,0,.,NA,.,08,2,NA,NA
11858.836,9862,1,4,10,NA,34,.,2,NA,6,NA,1,NA,9,5,1,1,11,817,2911.8833,803,900.6667,121.8,0,0,0,.,.,4,5,1,4,40,.,1,1,11,NA,42,2,-900,.,NA,.,02,2,NA,NA
15301.927,20250,1,2,12,NA,21,.,2,NA,1,NA,2,NA,9,5,2,1,12,844.667,2014.55,585,40,206,11,0,0,.,.,4,4,1,3,.,.,7,3,NA,NA,27,4,-6195,.,NA,.,08,2,NA,NA
23707.524,40000,1,4,16,NA,29,.,1,NA,1,NA,2,NA,8,5,3,2,16,197,3126.6667,260,2.6667,618,20,0,0,.,20000,5,1,2,5,48,.,1,1,10,NA,28,6,3957,0,NA,346,01,2,NA,NA
35411.241,0,1,1,14,12,29,33,2,1,2,2,2,2,3,1,1,1,14,2065,3487.8167,491.3333,150,162.6667,140,0,0,.,.,4,3,0,4,45,30,2,2,10,10,36,2,4111,.,NA,.,08,2,NA,NA
23929.24,31892,1,4,12,12,65,67,2,1,1,1,2,2,1,1,2,1,12,448.667,2000.5333,420.3333,159,683.8,79,0,13,.,.,2,2,1,13,.,16,5,1,NA,10,55,3,580,.,NA,.,01,2,NA,NA
22849.216,120002,1,1,15,15,57,53,1,2,1,1,2,2,1,1,1,1,15,1015.333,6066.6667,996.6667,220,220,136,0,0,.,.,2,2,3,7,60,.,1,1,03,NA,34,2,12995,.,NA,.,01,2,NA,NA
21533.297,0,1,4,12,NA,23,.,1,NA,2,NA,2,NA,8,5,3,1,12,676,2144.3333,368.3333,1100,0,0,0,0,.,.,4,1,1,4,.,.,8,0,NA,NA,22,7,5307,.,NA,.,08,2,NA,NA
29084.665,93000,1,2,16,NA,28,.,2,NA,1,NA,2,NA,9,5,1,1,16,2496.667,6732.9167,822.6667,1390,378.3333,725,0,0,.,.,1,2,1,6,45,.,4,2,02,NA,36,2,9625,.,NA,.,01,2,NA,NA
22329.368,0,1,3,15,16,62,63,2,1,1,1,2,2,1,1,2,1,16,3776,12463.0393,433.3333,122,3024,233,0,0,.,.,1,2,2,10,30,70,5,1,03,03,31,4,182403,.,NA,.,01,2,NA,NA
21052.136,152862,1,5,15,NA,74,.,1,NA,1,NA,2,NA,8,1,3,2,15,400,4423.506,1300,450,711.8,220,0,0,.,.,2,1,2,8,40,.,1,1,03,NA,NA,7,32020,.,NA,.,01,2,NA,NA
23066.458,2500,1,4,13,NA,24,.,2,NA,2,NA,2,NA,8,5,3,1,13,205,645.25,233,15,15,13,0,0,.,.,4,1,0,4,40,.,1,1,02,NA,01,6,-191,.,NA,.,08,1,NA,NA
25633.173,20288,1,4,11,13,36,46,2,1,1,1,1,1,3,1,4,1,13,769,2399.8833,1213.3333,270,0,20,0,0,.,.,4,6,1,6,.,40,5,1,NA,12,04,8,-8484,.,NA,.,09,2,NA,NA
18121.906,275022,1,2,14,16,59,53,1,2,2,2,2,2,5,1,1,1,16,3766.833,9391.8,838.3333,260,821.8,130,0,0,.,.,1,3,2,9,40,40,2,2,10,02,09,1,14030,.,NA,.,01,2,NA,NA
25547.364,260000,1,5,15,16,37,37,1,2,1,1,2,2,1,1,NA,2,16,860,6430.0833,650,2011,250,265,0,0,.,.,2,2,9,7,45,45,2,2,03,03,NA,NA,52300,.,NA,.,01,2,NA,NA
26712.733,50300,1,4,15,14,33,27,1,2,1,1,1,1,3,1,4,1,15,1312.667,4063.4999,536.6667,374,650,138,165,0,.,.,4,3,1,6,40,10,2,2,07,10,04,8,2794,.,NA,.,01,2,NA,NA
18734.542,50000,1,2,12,11,52,52,1,2,1,1,1,1,1,1,4,1,12,1755,2989.8,390,150,0,50,0,0,.,.,4,2,2,8,40,20,2,2,06,06,06,9,4996,.,NA,.,01,2,NA,NA
11988.94,27748,1,1,13,13,73,73,2,1,1,1,1,2,5,1,4,1,13,1537,2745.7667,216.6667,678,243.6,35,0,0,.,.,4,3,2,3,.,.,7,1,NA,NA,06,9,0,.,NA,.,08,2,NA,NA
23456.493,92000,1,2,14,14,53,57,2,1,4,4,2,2,1,1,4,1,14,2453.667,8436.4167,1733.3333,1040,1e3,124,0,0,.,.,2,2,2,9,60,40,2,2,03,01,06,9,7568,.,NA,.,01,2,NA,NA
15966.439,11000,1,2,14,NA,50,.,2,NA,1,NA,2,NA,8,5,3,1,14,221.333,875.1667,108.3333,100,23,319,0,0,.,.,2,1,1,4,30,.,1,1,05,NA,12,5,-217,.,NA,.,08,2,NA,NA
22378.698,67000,1,1,13,NA,62,.,2,NA,1,NA,2,NA,9,3,2,1,13,3099.333,7084.45,1213.3333,203.3333,717.8,244,0,0,.,.,2,2,4,10,40,.,4,2,01,NA,17,3,18608,.,NA,.,01,2,NA,NA
23584.853,41000,1,1,16,16,26,28,2,1,1,1,2,2,1,1,1,1,16,1590,2666.8334,346.6667,180,66.6667,25,0,0,0,0,4,2,0,4,15,25,2,2,10,07,36,2,3211,120,NA,6000,08,2,NA,NA
19352.62,17400,1,2,13,NA,24,.,2,NA,1,NA,2,NA,7,5,2,1,13,1218,2678,823.3333,50,20,64,0,0,.,.,4,3,1,5,42,.,1,1,04,NA,55,3,-8645,.,NA,.,01,2,NA,NA
18534.711,18081,1,4,12,NA,67,.,1,NA,1,NA,2,NA,9,3,3,1,12,1383.667,1836.8667,108.3333,100,121.8,0,0,0,.,.,1,2,3,7,.,.,7,1,NA,NA,37,5,-279,.,NA,.,01,2,NA,NA
25110.556,0,1,1,15,NA,54,.,2,NA,2,NA,2,NA,8,5,2,1,15,821.667,1284.6667,273,50,0,140,0,0,.,.,2,1,0,8,.,.,8,0,NA,NA,18,3,0,.,NA,.,01,2,NA,NA
20110.907,82524,1,1,13,13,73,74,2,1,1,1,2,2,1,1,1,1,13,1050.667,34434.6,520,32417,243.6,30,0,0,.,.,2,2,2,6,.,.,8,0,NA,NA,34,2,4846,.,NA,.,01,2,NA,NA
6151.959,95000,1,3,13,13,49,46,2,1,6,6,1,2,4,1,4,1,13,2757,4788.15,813.3333,160,268.6667,135,0,0,.,.,4,5,2,4,.,50,6,3,NA,07,15,9,10597,.,NA,.,01,2,NA,NA
24985.409,148000,1,4,14,12,60,53,1,2,1,1,2,1,1,1,3,1,14,1399,3474.75,671.6667,150,596,120,0,0,.,.,1,2,1,7,40,.,1,1,10,NA,22,7,27963,.,NA,.,01,2,NA,NA
12020.565,113000,1,2,15,NA,36,.,2,NA,4,NA,2,NA,9,3,3,1,15,1970.667,4443.0834,670,298,484,110,0,108.3333,.,.,4,3,2,5,40,.,4,2,01,NA,24,5,16644,.,NA,.,02,2,NA,NA
24453.11,24000,1,3,11,NA,47,.,2,NA,2,NA,2,NA,9,3,1,1,12,1511,2142.3333,368.3333,40,0,0,0,0,.,.,4,2,0,5,30,.,1,1,03,NA,25,1,-381,.,NA,.,01,2,NA,NA
27566.046,78000,1,2,14,14,39,39,2,1,1,1,2,2,3,1,1,1,14,2020.333,6203.5833,823.3333,1519.6667,685,308.3333,70,303.3333,.,.,1,4,4,7,.,50,5,1,NA,04,42,2,6055,.,NA,.,01,2,NA,NA
22739.218,15961,1,2,11,NA,87,.,1,NA,1,NA,2,NA,8,2,2,1,11,433,1145.8,247,30,296.8,89,0,0,.,.,2,1,1,7,.,.,8,0,NA,NA,55,3,-600,.,NA,.,01,2,NA,NA
16467.2,211065,1,1,16,16,32,38,2,1,1,6,2,2,1,1,4,1,16,2710,8269.3333,505,296.6667,1153,281,0,0,.,.,1,2,2,7,40,50,2,2,01,03,06,9,43754,.,NA,.,01,2,NA,NA
12402.657,116300,1,3,15,12,43,42,2,2,1,1,2,2,3,1,4,1,15,1875.667,29791.1667,1213.3333,220,200,24157,0,0,.,.,1,3,4,8,40,38,3,3,03,01,49,8,15068,.,NA,.,01,2,NA,NA
17373,18078,1,1,10,NA,65,.,2,NA,2,NA,2,NA,8,3,3,1,10,705,1185.6667,195,0,93.6667,0,0,0,.,.,4,1,0,2,38,.,1,1,06,NA,12,5,573,.,NA,.,08,2,NA,NA
23033.94,56600,1,4,15,NA,53,.,2,NA,1,NA,2,NA,8,5,4,1,15,988,2795.7833,1109.3333,91.6667,244.8,10,0,0,.,.,4,1,1,3,30,.,1,1,06,NA,06,9,9175,.,NA,.,01,2,NA,NA
27310.868,27800,1,4,13,12,56,61,2,1,1,1,2,2,1,1,3,1,13,1538.833,5079.6,975,869,600,450,0,260,.,.,1,2,2,6,39,32,2,2,01,11,12,5,1059,.,NA,.,01,2,NA,NA
29652.558,89000,1,4,15,15,33,32,1,2,1,1,2,2,2,1,3,1,15,3131.333,5396.1667,758.3333,114.3333,555.6667,20,0,0,.,.,1,3,2,8,40,45,2,2,03,01,37,5,11059,.,NA,.,01,2,NA,NA
21433.339,1462,1,4,11,12,87,87,1,2,1,1,2,2,1,1,3,1,12,960,2556.9333,715,100,658.6,100,0,0,.,.,2,2,5,5,.,.,8,0,NA,NA,48,7,0,.,NA,.,01,2,NA,NA
17756.042,113000,1,4,13,15,38,38,1,2,1,1,2,2,3,1,3,1,15,3632,8272,2518,391,707,352,0,0,.,.,1,6,4,9,40,40,2,2,14,01,12,5,5130,.,NA,.,01,2,NA,NA
16663.891,9262,1,4,10,NA,65,.,2,NA,1,NA,1,NA,8,3,3,1,10,198.5,475.9667,86.6667,40,121.8,29,0,0,.,.,2,1,1,4,.,.,8,0,NA,NA,48,7,0,.,NA,.,01,2,NA,NA
27280.242,0,1,2,11,NA,32,.,2,NA,1,NA,1,NA,7,5,1,1,11,1522.667,2497.2667,303.3333,190,0,100,0,0,.,.,2,3,1,6,60,.,1,1,10,NA,36,2,-6264,.,NA,.,01,2,NA,NA
18284.417,29449,1,2,16,NA,64,.,2,NA,1,NA,2,NA,8,4,2,1,16,931,8402.1333,346.6667,3636,1066,188,0,0,.,.,4,1,0,8,24,.,1,1,02,NA,27,4,-977,.,NA,.,03,2,NA,NA
22596.779,60000,1,2,13,NA,50,.,1,NA,1,NA,2,NA,8,3,2,1,13,778,2867.5833,325,186,418.3333,51,0,0,.,.,4,1,1,5,40,.,1,1,11,NA,39,3,9567,.,NA,.,09,2,NA,NA
19150.604,150000,1,2,12,12,49,47,1,2,1,1,2,2,3,1,1,1,12,2602.333,6134.3726,1213.3333,529,398.6667,435,0,0,.,.,1,4,2,5,70,.,1,1,12,NA,25,1,49970,.,NA,.,01,2,NA,NA
22185.537,0,1,3,14,NA,65,.,1,NA,1,NA,2,NA,8,3,3,1,14,1169.333,2434.4667,1018.3333,125,121.8,0,0,0,.,.,2,1,2,6,.,.,8,0,NA,NA,37,5,2607,.,NA,.,01,2,NA,NA
14198.113,7200,1,1,12,NA,31,.,1,NA,1,NA,2,NA,8,1,2,1,12,326.667,1344.6667,606.6667,255,0,0,0,0,.,.,4,1,1,4,36,.,1,1,10,NA,17,3,-355,.,NA,.,08,2,NA,NA
19102.341,35062,1,2,15,NA,87,.,1,NA,1,NA,2,NA,8,2,3,1,15,7760.667,11482.8,43.3333,19,455.1333,0,0,0,.,.,4,1,0,2,.,.,8,0,NA,NA,51,5,0,.,NA,.,08,2,NA,NA
4887.483,1462,1,3,16,NA,67,.,2,NA,4,NA,2,NA,8,3,4,1,16,1072,1819.4667,433.3333,50,121.8,104,0,0,.,.,4,1,1,5,.,.,8,0,NA,NA,15,9,-185,.,NA,.,01,2,NA,NA
20753.965,15000,1,5,11,NA,48,.,1,NA,1,NA,2,NA,8,5,NA,1,11,515,1732.6667,563.3333,123,4,50,0,346.6667,.,.,4,1,2,3,50,.,1,1,11,NA,NA,NA,473,.,NA,.,04,2,NA,NA
14788.469,21327,1,4,11,NA,74,.,2,NA,1,NA,2,NA,8,2,2,1,11,495,880.8,0,23,344.8,8,0,0,.,.,4,1,1,3,.,.,8,0,NA,NA,55,3,-72,.,NA,.,08,2,NA,NA
8233.252,370742,1,3,14,12,46,47,2,1,6,1,2,2,1,1,4,1,14,1014,8746.9559,455,400,2500,97,0,108.3333,.,.,4,2,1,2,40,40,2,2,01,12,15,9,100985,.,NA,.,05,2,NA,NA
33867.201,35164,2,5,14,12,63,60,1,2,1,1,2,2,1,1,2,2,14,1542.667,3472.3333,503.3333,144.3333,1164,107,0,0,.,.,1,2,4,5,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,01,2,NA,NA
9153.811,18696,2,5,12,NA,70,.,2,NA,1,NA,2,NA,8,2,1,2,12,1089.333,2823.4667,260,549,405.8,97,0,0,.,.,2,1,0,6,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,01,2,NA,NA
14056.185,3200,1,2,15,NA,24,.,1,NA,2,NA,1,NA,8,5,3,1,15,802.333,1657.0834,368.3333,178.6667,0,153,0,0,.,.,4,1,0,8,30,.,1,1,03,NA,24,5,-307,.,NA,.,02,2,NA,NA
22112.222,49500,1,2,12,NA,64,.,1,NA,1,NA,2,NA,9,3,4,1,13,918.333,2401.3333,620,363.6667,480,143,0,0,.,.,1,3,4,6,.,.,8,0,NA,NA,08,8,6715,.,NA,.,01,2,NA,NA
19197.32,1462,1,1,15,NA,82,.,2,NA,1,NA,2,NA,8,2,1,1,15,453.333,1566.4667,337,50,490.1333,186,0,0,.,.,2,1,1,6,.,.,8,0,NA,NA,34,2,137,.,NA,.,01,2,NA,NA
16401.827,29001,1,1,15,NA,45,.,2,NA,1,NA,1,NA,7,3,4,1,15,3936,5061,650,10,0,149,0,13,.,.,4,3,0,7,12,.,1,1,06,NA,06,9,-2848,.,NA,.,08,2,NA,NA
21833.277,18540,1,1,14,NA,77,.,2,NA,1,NA,2,NA,8,2,3,1,14,375,928.3333,238.3333,85,130,100,0,0,.,.,2,1,1,6,.,.,8,0,NA,NA,48,7,0,.,NA,.,09,2,NA,NA
18587.072,69000,1,2,13,NA,43,.,2,NA,2,NA,2,NA,9,5,4,1,16,2250,6165.3167,1733.3333,535,538.4667,180,0,86.6667,.,.,4,5,3,8,40,.,4,2,04,NA,32,8,525,.,NA,.,01,2,NA,NA
11591.728,34912,1,3,15,16,76,74,2,2,1,1,2,2,4,1,4,1,16,2785.667,9746.7333,541.6667,310,2184.4,110,0,0,.,.,1,3,2,9,.,.,8,0,NA,NA,49,8,0,.,NA,.,01,2,NA,NA
13589.226,5380,1,1,11,NA,87,.,1,NA,1,NA,2,NA,8,2,3,1,11,3714,4973.8,560,371,121.8,0,0,0,.,.,4,1,0,4,.,.,8,0,NA,NA,48,7,0,.,NA,.,08,2,NA,NA
20535.638,45000,1,1,12,NA,41,.,2,NA,2,NA,2,NA,8,5,1,1,12,1085,2273.9167,173.3333,340,174,103,0,0,.,.,4,1,1,4,40,.,1,1,04,NA,34,2,5538,.,NA,.,08,2,NA,NA
19054.954,25000,1,2,14,12,51,52,2,1,1,4,1,2,3,1,4,1,14,1885,2929.75,675.3333,107,0,103,0,0,.,0,4,4,1,8,5,40,2,2,10,10,06,9,-7235,.,NA,.,01,2,NA,NA
16785.76,40961,1,4,15,10,56,57,2,1,1,1,1,1,3,1,4,1,15,717,2015.5834,440.6667,351,0,17,0,0,.,.,1,3,2,7,.,34,5,1,NA,10,04,8,1012,.,NA,.,01,2,NA,NA
17394.803,32000,2,4,13,NA,30,.,2,NA,1,NA,2,NA,7,3,3,2,13,1414.667,2655.6667,476,200,94,157,0,0,.,.,5,3,1,6,40,.,1,1,06,NA,47,6,-3525,.,NA,.,01,2,NA,NA
26537.244,32000,1,4,15,NA,46,.,2,NA,1,NA,2,NA,8,5,3,1,15,2394.667,3191.6667,216.6667,84,45,109,0,0,.,.,1,1,1,5,46,.,1,1,04,NA,37,5,4102,.,NA,.,01,2,NA,NA
9711.568,78000,2,5,12,12,35,33,2,1,1,1,2,2,2,1,1,2,12,3720,6976.1333,1148.3333,904,512,314,0,0,.,.,1,3,1,7,32,44,2,2,10,07,NA,NA,5343,.,NA,.,01,2,NA,NA
1978.387,59044,1,4,12,13,50,49,1,2,1,1,2,2,1,1,4,1,13,736,2865.0834,628.3333,429,140,111,0,433.3333,.,.,2,2,1,5,40,40,2,2,03,10,02,9,4854,.,NA,.,01,2,NA,NA
22019.199,10000,1,4,13,NA,21,.,1,NA,1,NA,2,NA,8,5,2,1,13,780,1654.5834,178.3333,433.3333,0,0,0,0,.,.,4,1,6,6,15,.,1,1,13,NA,31,4,-403,.,NA,.,04,2,NA,NA
16607.216,3360,1,1,14,14,37,39,1,2,1,1,1,1,3,1,3,1,14,1035,2391.7334,606.6667,333,0,0,0,0,.,.,4,4,1,4,40,.,1,1,10,NA,48,7,-3804,.,NA,.,08,2,NA,NA
13414.015,117397,1,5,15,16,81,76,1,2,1,1,2,2,1,1,NA,1,16,716.333,3151.9333,624.3333,403,862.6,219,0,0,.,.,2,2,2,11,.,.,8,0,NA,NA,NA,NA,13868,.,NA,.,01,2,NA,NA
19341.244,25000,1,3,14,13,23,23,1,2,1,1,2,2,1,1,4,1,14,800,1874.9167,426.6667,128,35,55,0,0,.,.,4,2,1,5,45,45,2,2,06,04,49,8,0,.,NA,.,08,2,NA,NA
17503.947,23100,1,3,15,13,45,46,2,1,1,1,2,2,3,1,2,1,15,1387.667,4117.6667,1509,394,350,60,0,0,.,.,1,3,4,10,30,50,2,2,01,01,39,3,-966,.,NA,.,01,2,NA,NA
22641.254,57500,1,4,13,NA,25,.,1,NA,1,NA,2,NA,9,5,3,1,15,1367.333,2570.25,368.3333,146,110,15,0,0,.,.,4,3,2,6,45,.,4,3,10,NA,48,7,2771,.,NA,.,08,2,NA,NA
18227.146,24000,1,4,10,NA,32,.,1,NA,1,NA,2,NA,8,1,3,1,10,665,1223.8,303.3333,100,0,0,0,0,.,.,4,1,1,3,40,.,1,1,11,NA,48,7,1539,.,NA,.,08,2,NA,NA
26872.017,22000,1,1,13,NA,25,.,1,NA,2,NA,2,NA,8,5,3,1,13,706,1677.5833,498.3333,130,0,173,0,0,.,0,4,1,0,4,40,.,1,1,05,NA,13,5,2129,.,NA,.,08,2,NA,NA
19296.561,33424,1,4,12,12,77,74,2,1,1,1,2,2,1,1,3,1,12,6030,8663.9333,1235,815,669.6,957,0,21.6667,.,.,1,2,4,6,.,.,8,0,NA,NA,12,5,0,.,NA,.,01,2,NA,NA
23126.986,2500,1,2,14,NA,59,.,2,NA,1,NA,2,NA,8,5,3,1,14,576.5,1253.0834,476.6667,100,147,100,0,0,.,.,1,1,1,4,40,.,1,1,07,NA,21,6,-191,.,NA,.,09,2,NA,NA
19447.929,33662,1,1,13,NA,82,.,2,NA,2,NA,2,NA,8,2,1,1,13,464,1813.3834,281.6667,240,433.8,112,0,0,.,.,2,1,1,7,15,.,1,1,05,NA,42,2,634,.,NA,.,04,2,NA,NA
12593.664,23230,1,1,15,NA,67,.,1,NA,1,NA,2,NA,8,5,4,1,15,1050.333,2597.1333,476.6667,265.6667,493.8,0,0,281.6667,.,.,2,1,1,6,.,.,8,0,NA,NA,06,9,0,.,NA,.,01,2,NA,NA
18269.223,96324,1,2,13,NA,34,.,2,NA,1,NA,2,NA,9,5,1,1,13,1296,4053.0833,665.3333,225,272,220,0,151.6667,.,.,4,4,2,7,36,.,4,2,03,NA,42,2,26760,.,NA,.,08,2,NA,NA
13946.684,22642,1,1,12,NA,74,.,1,NA,1,NA,2,NA,8,2,1,1,12,778,1617.9667,251.3333,114.3333,151.8,182,0,0,.,.,1,1,2,8,.,.,8,0,NA,NA,34,2,0,.,NA,.,01,2,NA,NA
13532.945,44000,1,1,13,13,48,41,1,2,1,1,1,1,3,1,1,1,13,2192,7051.9167,996.6667,2478,0,181,0,0,.,.,4,3,2,4,40,25,2,2,11,10,36,2,774,.,NA,.,05,2,NA,NA
21925.612,45284,1,4,15,16,56,55,2,1,1,1,2,2,1,1,3,1,16,1128.333,2517.45,606.6667,200,100,63,0,0,.,.,1,2,2,7,50,50,2,2,02,03,37,5,4548,.,NA,.,01,2,NA,NA
25331.22,120000,1,1,13,NA,37,.,1,NA,2,NA,2,NA,6,3,3,1,13,1823.333,6564.9167,1010,992.6667,550,705,0,108.3333,.,.,4,2,2,4,40,.,1,1,12,NA,51,5,26398,.,NA,.,06,2,NA,NA
18179.308,3148,1,1,12,NA,64,.,1,NA,2,NA,1,NA,8,3,1,1,12,289,462.3333,173.3333,0,0,0,0,0,.,.,4,1,0,1,.,.,8,0,NA,NA,36,2,0,.,NA,.,08,2,NA,NA
19189.837,90000,1,1,13,13,57,57,1,2,1,1,2,2,1,1,3,1,13,2182.667,4613.2333,650,663,541.6667,120,0,0,.,.,1,2,2,10,15,50,2,2,06,04,48,7,9089,.,NA,.,01,2,NA,NA
